delta_theta_quarter,R2_0.6666666666666666,R2_0.5,R2_0.25,R2_0.99,R2_0.75,R2_0.3333333333333333,R2_0.01,R2_1,R2_0.999,R2_0.001,R2_0.9
1.287486368054334,25.28774860845626,19.287480153848264,9.811180868640966,36.03866168416936,28.17417926233932,13.022155421822603,0.3947803981168408,114389030604.8606,36.33611317417609,0.0394784138263709,33.16792129392657
1.2906342564847846,25.28305524382272,19.28510130603534,9.810818518166045,36.028524815396864,28.16814469209794,13.021341129647334,0.3947803732281409,114318666782.43184,36.325820095238896,0.0394784138014794,33.159333236905326
1.2937821449152354,25.27841525496088,19.282748528093943,9.810459898273278,36.01850827946812,28.162179766889185,13.02053538904292,0.3947803485879589,114248679540.9126,36.31564930670994,0.0394784137768364,33.150846281699565
1.296930033345686,25.273828611507383,19.28042183883528,9.810105019707674,36.00861182841733,28.15628441138209,13.019738218799086,0.394780324197271,114179066183.92392,36.30560055303196,0.0394784137524429,33.1424602491079
1.300077921776137,25.269295283369964,19.27812125676327,9.809753893091653,35.99883521764226,28.15045855112291,13.018949637473108,0.3947803000570437,114109824041.36343,36.29567358212297,0.0394784137282998,33.13417496228774
1.3032258102065877,25.26481524073033,19.27584680007794,9.809406528925074,35.98917820588336,28.14470211253448,13.01816966339048,0.3947802761682333,114040950469.08797,36.28586814535453,0.0394784137044083,33.12599024674314
1.3063736986370382,25.26038845404695,19.27359848667876,9.809062937585256,35.979640555203446,28.139015022915583,13.017398314645542,0.3947802525317864,113972442848.60149,36.27618399753033,0.0394784136807691,33.11790593031285
1.3095215870674888,25.25601489405785,19.27137633416797,9.808723129326998,35.970222030967534,28.133397210440272,13.016635609102153,0.3947802291486394,113904298586.74712,36.266620896865135,0.0394784136573832,33.10992184315853
1.3126694754979396,25.251694531783265,19.26918035985384,9.808387114282606,35.960922401823055,28.127848604157165,13.01588156439431,0.3947802060197187,113836515115.4039,36.25717860496406,0.0394784136342515,33.10203781775316
1.3158173639283903,25.247427338528315,19.26701058075382,9.808054902461912,35.951741439680504,28.12236913398884,13.015136197926788,0.3947801831459408,113769089891.1876,36.24785688680225,0.039478413611375,33.09425368886957
1.3189652523588409,25.243213285885567,19.26486701359776,9.807726503752304,35.94267891969418,28.11695873073109,13.014399526875772,0.3947801605282117,113702020395.15591,36.23865551070485,0.0394784135887546,33.086569293569305
